"seed_id","seed_value"
403,266443373
404,368622590
405,314474993
406,970019087
407,308710186
408,297749780
409,717332994
410,188455098
411,978599263
412,420073565
413,112997624
414,207709184
415,435951467
416,872550905
417,198053417
418,230920811
419,38177185
420,29452062
421,329194851
422,82166981
423,897389742
424,608592982
425,737049680
426,767311481
427,916152879
428,452901010
429,168261664
430,295335833
431,389396493
432,538064298
433,537151218
434,765874639
435,227219428
436,432729067
437,959481443
438,9791541
439,725306545
440,322673221
441,743682181
442,409925819
443,766580957
444,694324275
445,714223729
446,676655342
447,965588867
448,280797228
449,342788381
450,550116214
451,521090636
452,59056798
453,868167978
454,889457554
455,651398070
456,386385697
457,32845490
458,40841140
459,334613770
460,570107460
461,649247451
462,300171823
463,153628334
464,524538653
465,583445548
466,423963139
467,95013633
468,692322404
469,440309557
470,89448071
471,9399503
472,668020790
473,764157175
474,398234498
475,321139296
476,422963547
477,202348091
478,638148027
479,502431188
480,620807239
481,572435859
482,593457984
483,221108986
484,887086832
485,223889973
486,266249390
487,940486566
488,6454270
489,559381041
490,238035412
491,175260977
492,587584304
493,649528181
494,744942149
495,982574309
496,407145261
497,247685935
498,359629820
499,435163743
500,40028774
501,665734051
502,267321125
503,94568250
504,940507170
505,801313119
506,718466286
507,927313682
508,611199227
509,945026349
510,234812959
511,757955111
512,750846014
513,885176384
514,141513826
515,457476319
516,820552397
517,515938310
518,821502081
519,334707361
520,226526505
521,65432105
522,555843515
523,786546411
524,28442625
525,837850186
526,231821469
527,519506114
528,838889379
529,641303898
530,782205002
531,190414426
532,150756071
533,477310066
534,481631127
535,705915267
536,79342410
537,847739260
538,29826259
539,897546659
540,399810742
541,51235992
542,748982239
543,768873944
544,85164617
545,904363753
546,194163543
547,527985520
548,745599799
549,6721738
550,961849043
551,783681933
552,751447877
553,705640287
554,835029551
555,225246874
556,521424327
557,501438194
558,224745714
559,500732990
560,235055056
561,659061488
562,641054636
563,875039110
564,345921549
565,988801887
566,595723453
567,900003508
568,136215846
569,15156821
570,874812521
571,654873115
572,534568328
573,731043671
574,519816064
575,692063011
576,970742016
577,626936970
578,580320923
579,409286854
580,284958987
581,525979512
582,70399868
583,56148057
584,487435730
585,79592838
586,33545160
587,418198325
588,380751111
589,929961933
590,300291035
591,235806433
592,247713131
593,591867493
594,110579238
595,818722827
596,756234434
597,713953235
598,578660436
599,916283046
600,747623668
601,972699513
602,53566233
603,136216647
604,579471013
605,37525683
606,908386756
607,106000829
608,540729625
609,577613514
610,790017748
611,317526019
612,242957549
613,791677909
614,916867780
615,553407860
616,312416023
617,864639583
618,155638888
619,631322895
620,269832271
621,32919152
622,939625074
623,894773879
624,145624585
625,84767046
626,421552749
627,177389294
628,612284137
629,454111493
630,511900789
631,576553258
632,997407268
633,515593386
634,163905883
635,720337737
636,164326181
637,646847171
638,402134706
639,724912695
640,842835989
641,879635605
642,313092068
643,285679967
644,590119233
645,821904223
646,944992012
647,626055696
648,883486682
649,391394097
650,31271684
651,760193402
652,685654551
653,979725577
654,399094728
655,927246704
656,436691985
657,546053160
658,382079535
659,66773684
660,500896574
661,784573683
662,441829281
663,19313091
664,99083406
665,359936143
666,480322881
667,23837854
668,174936768
669,32797883
670,837778812
671,918263470
672,798596524
673,549350675
674,535479895
675,941857445
676,442816579
677,253693982
678,744512794
679,914724441
680,719365013
681,243972531
682,386182192
683,660862536
684,317011966
685,473622631
686,458606263
687,104399618
688,861898936
689,331951129
690,141101282
691,710230905
692,23210385
693,330084167
694,889748367
695,616728735
696,598071833
697,154562741
698,168925872
699,391781905
700,133107884
701,510411706
702,680215084
703,272984025
704,102754519
705,5360299
706,90545509
707,142377693
708,120936952
709,810644531
710,862165483
711,360831920
712,114214205
713,222160899
714,398323800
715,553092266
716,107791428
717,684369820
718,530908424
719,627053073
720,605419445
721,670225629
722,345149474
723,197649074
724,889649991
725,346148572
726,905186482
727,312013668
728,68342262
729,898727472
730,921180870
731,921904405
732,202639733
733,882469787
734,617677517
735,230051640
736,594677625
737,263975775
738,700039083
739,761424629
740,90084617
741,963791183
742,261227293
743,40893652
744,802712483
745,819249599
746,651848776
747,664023255
748,354166209
749,148297459
750,59531197
751,277587069
752,383603157
753,294919860
754,34422494
755,194798106
756,989257930
757,95698553
758,225396816
759,775587176
760,717954771
761,458282027
762,638031416
763,755146371
764,261036039
765,900520965
766,539280647
767,366914861
768,907599835
769,146395341
770,325128822
771,945484163
772,131527774
773,415413886
774,151640776
775,519629705
776,506549562
777,457473911
778,932040788
779,362092195
780,565970725
781,939454095
782,823381436
783,306701860
784,867986870
785,721073759
786,663970337
787,300037151
788,168422174
789,540502328
790,813561708
791,862024715
792,115918617
793,47348130
794,253747985
795,804611739
796,217439318
797,369485795
798,341451043
799,695455195
800,279251747
801,465191858
802,234004852
803,824002881
804,778537880
805,752649488
806,953715883
807,798019179
808,167725545
809,143295605
810,966518169
811,16050882
812,352690071
813,791576396
814,728859032
815,790866933
816,80631275
817,981242676
818,22884832
819,22037625
820,545757476
821,492164489
822,360482852
823,226427785
824,482304075
825,301593614
826,807542888
827,95869989
828,385963234
829,598285779
830,320216184
831,564583049
832,920943696
833,510478603
834,937929154
835,638861757
836,122488203
837,336136709
838,24322844
839,867232893
840,195061551
841,593115962
842,166477640
843,426004748
844,528301473
845,102976210
846,444674041
847,394594548
848,531556183
849,879954757
850,670575830
851,959062329
852,653767904
853,606641019
854,758602115
855,764887579
856,906154095
857,571364392
858,904343386
859,977284041
860,392312071
861,6043833
862,914597536
863,155992158
864,632557035
865,11465061
866,604986877
867,453000508
868,220962715
869,756487062
870,165078458
871,533547283
872,386902953
873,896944853
874,650275311
875,465547385
876,454146599
877,723232409
878,8955802
879,878185098
880,156141130
881,643379248
882,374096589
883,426850146
884,935421965
885,89728986
886,897212768
887,251574170
888,651766664
889,615411236
890,617624385
891,931170978
892,909987846
893,373760638
894,227499521
895,658490446
896,296557336
897,987361587
898,182657704
899,864135651
900,147807582
901,400148817
902,484036701
903,146909132
904,780787235
905,736517968
906,997314240
907,859539885
908,492064718
909,271781370
910,916908085
911,224384063
912,816165150
913,38650737
914,745992082
915,287658002
916,52440162
917,874789662
918,715127282
919,41551580
920,870451153
921,727216573
922,681506960
923,187719362
924,489050868
925,779416910
926,650277907
927,459705268
928,218697195
929,871592836
930,801769753
931,611147928
932,256926468
933,703809435
934,985621681
935,120013453
936,380998248
937,395175341
938,399016634
939,299462803
940,764976861
941,487349058
942,510047593
943,901289534
944,677528586
945,604849263
946,730379653
947,989008593
948,372942794
949,251320480
950,524415889
951,391889528
952,893465835
953,29565469
954,516961693
955,136035796
956,959823304
957,916355040
958,60996382
959,744784616
960,63491688
961,543591222
962,216210887
963,852704440
964,354881616
965,727648161
966,450583517
967,760767057
968,896939572
969,813567241
970,808054653
971,543561110
972,292518439
973,848889601
974,945990933
975,102515009
976,309491329
977,925073389
978,472891042
979,988718589
980,511315222
981,465791712
982,731823494
983,573931194
984,316766178
985,555433594
986,280847746
987,329776751
988,471357715
989,317401355
990,680626971
991,205909521
992,668940904
993,500033117
994,953135403
995,516400784
996,624780433
997,999196580
998,515713777
999,616354777
1000,382256556
1001,641215287
1002,618551078
1003,882320179
1004,678592009
1005,575932456
1006,315526150
1007,513706824
1008,267308211
1009,939596555
1010,686782775
1011,137537403
1012,127523446
1013,817177429
1014,608636895
1015,489184844
1016,835326916
1017,893825001
1018,360771640
1019,836222674
1020,942144371
1021,430968916
1022,992327656
1023,871282757
1024,89189228
1025,56792844
1026,645142452
1027,862776557
1028,786148662
1029,956233690
1030,687065869
1031,696034815
1032,369916725
1033,479482714
1034,578479547
1035,468834242
1036,406880082
1037,583856239
1038,718377633
1039,642746768
1040,384971522
1041,574054202
1042,869058305
1043,108844482
1044,623384468
1045,590318149
1046,160001318
1047,955454943
1048,903789981
1049,496184330
1050,82646791
1051,239171418
1052,706501549
1053,45179539
1054,528167618
1055,835092837
1056,18089359
1057,596260469
1058,145604492
1059,209843610
1060,866621607
1061,913316563
1062,503550534
1063,123976343
1064,318980475
1065,24668535
1066,23084096
1067,796571701
1068,445366274
1069,945635421
1070,546818925
1071,403782612
1072,181458056
1073,993423765
1074,525447075
1075,72008175
1076,324871182
1077,433285045
1078,819455801
1079,373680987
1080,760844551
1081,990307943
1082,296815155
1083,813973189
1084,20603599
1085,172811231
1086,880550926
1087,377229658
1088,411427588
1089,521271753
1090,463156501
1091,396599300
1092,888995319
1093,709922565
1094,618939996
1095,500624753
1096,213877424
1097,714218367
1098,421814994
1099,43360663
1100,639388236
1101,780161043
1102,522859661
1103,203444872
1104,217382239
1105,5290630
1106,316477804
1107,926863617
1108,866141299
1109,290038935
1110,818533826
1111,516919620
1112,865852680
1113,658797717
1114,611912256
1115,198117426
1116,625151173
1117,444645644
1118,138625363
1119,478450922
1120,205201621
1121,685767630
1122,843593960
1123,999332890
1124,92774687
1125,470740804
1126,343300847
1127,696814358
1128,234925339
1129,596881793
1130,336185704
1131,19120902
1132,465668091
1133,271876038
1134,67430915
1135,255039769
1136,861673598
1137,759438494
1138,777597950
1139,529016591
1140,650957711
1141,312669198
1142,33387993
1143,80795107
1144,78883456
1145,709682343
1146,374734030
1147,618966812
1148,292282982
1149,619207447
1150,643183729
1151,175857476
1152,203926873
1153,771376457
1154,823447898
1155,423371126
1156,39074991
1157,437809155
1158,317948762
1159,875236368
1160,704971763
1161,667979758
1162,973813164
1163,438557256
1164,749445113
1165,501167771
1166,875472123
1167,451138835
1168,128693464
1169,311140221
1170,592825703
1171,459277165
1172,156866130
1173,5605730
1174,951024022
1175,951383556
1176,666026473
1177,398942638
1178,559615321
1179,21122225
1180,823155057
1181,368646901
1182,718824837
1183,516603428
1184,96243104
1185,305593839
1186,989794536
1187,959458229
1188,500576578
1189,253308035
1190,148048716
1191,600938174
1192,815008451
1193,120989036
1194,77684928
1195,747639203
1196,870044757
1197,666583030
1198,721796874
1199,71761152
1200,698176992
1201,456461040
1202,544376574
1203,903969703
1204,733652427
1205,506119491
1206,539157189
1207,982013693
1208,462063526
1209,272065463
1210,799544801
1211,972247583
1212,305118626
1213,391773330
1214,859989027
1215,714535762
1216,659938156
1217,47507275
1218,227973448
1219,296444023
1220,993182736
1221,836748829
1222,576528426
1223,949408284
1224,301420430
1225,540191487
1226,137136481
1227,820464797
1228,198488355
1229,971508060
1230,824981382
1231,258844076
1232,174095485
1233,237398318
1234,325132009
1235,442378532
1236,775112424
1237,989791283
1238,536124630
1239,561606490
1240,437310519
1241,849453706
1242,485055628
1243,272551145
1244,564968428
1245,87217619
1246,823935145
1247,100447139
1248,710401844
1249,696222103
1250,291850897
1251,843389236
1252,996711596
1253,455008948
1254,989526161
1255,365451414
1256,964437737
1257,578635942
1258,726794558
1259,367420399
1260,205402612
1261,626672549
1262,742140006
1263,724921506
1264,198194962
1265,556562768
1266,836261754
1267,970414047
1268,592663015
1269,111913518
1270,628118254
1271,535716650
1272,302111807
1273,701120453
1274,849165098
1275,804436400
1276,847620606
1277,134043372
1278,473237078
1279,946479228
1280,649309530
1281,35095453
1282,616852376
1283,261671631
1284,845935708
1285,264366208
1286,293206517
1287,977564827
1288,343139266
1289,636992295
1290,614864394
1291,523152730
1292,545958327
1293,479513383
1294,749454549
1295,154745815
1296,844601881
1297,100520967
1298,296938912
1299,607313824
1300,376412236
1301,767380776
1302,274407852
1303,633189008
1304,839606009
1305,464367296
1306,521580522
1307,373353814
1308,714039973
1309,603819629
1310,164733546
1311,27704496
1312,685899349
1313,544446668
1314,622752851
1315,808442407
1316,604272215
1317,361732226
1318,898538130
1319,34517661
1320,976371447
1321,559678492
1322,62028066
1323,533895952
1324,409168549
1325,514376120
1326,368486963
1327,451588595
1328,903169244
1329,268043237
1330,555161234
1331,587996391
1332,715201323
1333,680334386
1334,877626445
1335,17609826
1336,39040598
1337,218837515
1338,30331258
1339,936835345
1340,717336541
1341,117656725
1342,760453358
1343,370863783
1344,864508595
1345,86776884
1346,20287612
1347,429373689
1348,230027505
1349,832101799
1350,63366467
1351,533094780
1352,970971089
1353,806902022
1354,545279666
1355,184221784
1356,82346664
1357,782340703
1358,96156140
1359,222253536
1360,212885748
1361,225290718
1362,7772207
1363,280766079
1364,687737656
1365,402490022
1366,202313915
1367,766747479
1368,985688892
1369,547095758
1370,697184885
1371,454232371
1372,108118020
1373,837713570
1374,879522292
1375,233669965
1376,877096804
1377,118903935
1378,559887166
1379,718546591
1380,743289587
1381,550931096
1382,689130544
1383,264447051
1384,866854717
1385,404474168
1386,620943688
1387,891307836
1388,765573818
1389,938709374
1390,42195354
1391,57822501
1392,299056025
1393,675094362
1394,190632696
1395,796396564
1396,241405930
1397,753373757
1398,148678273
1399,172439256
1400,685203221
1401,625205569
1402,965983474
1403,698031573
1404,240656146
1405,371149297
1406,960121195
1407,755973649
1408,878038832
1409,285525155
1410,412606326
1411,559146677
1412,416865481
1413,733809831
1414,474609931
1415,406915568
1416,408431240
1417,910356172
1418,579783427
1419,198336174
1420,616565776
1421,238565654
1422,403326047
1423,7906931
1424,259100698
1425,111381152
1426,193376814
1427,233925132
1428,465990037
1429,879047209
1430,448182164
1431,164071182
1432,524701820
1433,428901049
1434,479447284
1435,619690084
1436,119170723
1437,514821443
1438,135186507
1439,124950408
1440,692142636
1441,110814640
1442,287299576
1443,746275146
1444,589671191
1445,911014828
1446,155337761
1447,215511074
1448,983454596
1449,368675361
1450,464171897
1451,666855148
1452,443092788
1453,746632230
1454,100170648
1455,737974773
1456,303303798
1457,220753319
1458,486310616
1459,901854611
1460,32252271
1461,91949857
1462,374579217
1463,181812770
1464,214148339
1465,846187570
1466,838147643
1467,189620937
1468,768172786
1469,848986290
1470,90515186
1471,507791567
1472,6897473
1473,700460411
1474,560680539
1475,111698343
1476,569447663
1477,662486676
1478,790331633
1479,91283977
1480,427968583
1481,512647917
1482,479684931
1483,602713674
1484,159763236
1485,117515298
1486,137341203
1487,18319574
1488,955521374
1489,936912875
1490,326248888
1491,92745954
1492,722613743
1493,291994856
1494,608651810
1495,280929469
1496,433802586
1497,606957099
1498,683827223
1499,479533454
1500,283261563
1501,137499252
1502,394679979
1503,634595913
1504,651601937
1505,96677167
1506,418512053
1507,327635549
1508,255727930
1509,64618872
1510,947133956
1511,482526434
1512,639825450
1513,225442245
1514,89401028
1515,350250081
1516,343363711
1517,5194786
1518,48404696
1519,494357854
1520,23125316
1521,869559607
1522,645712995
1523,816216572
1524,346423620
1525,918174240
1526,223475097
1527,763749309
1528,991556107
1529,502475760
1530,992005523
1531,599371996
1532,416118050
1533,343903035
1534,792996901
1535,309463746
1536,895632915
1537,498302974
1538,932679934
1539,481799387
1540,720390320
1541,752841393
1542,959470381
1543,582136182
1544,915880040
1545,339529847
1546,728517528
1547,783146186
1548,382447584
1549,635121119
1550,331084474
1551,173541498
1552,228365674
1553,667882889
1554,510187727
1555,247175227
1556,379546655
1557,310069482
1558,124779385
1559,962325436
1560,931511042
1561,567958001
1562,922539016
1563,536262815
1564,367826067
1565,383667424
1566,270630837
1567,381151542
1568,821693963
1569,571179997
1570,953814793
1571,883706145
1572,500969280
1573,665821151
1574,715851699
1575,785705142
1576,564471360
1577,994238665
1578,474561936
1579,225935089
1580,745254960
1581,506775600
1582,23468907
1583,254018525
1584,592759257
1585,697016304
1586,622823000
1587,548569104
1588,376157725
1589,177124668
1590,998640525
1591,636431836
1592,320500638
1593,106578706
1594,566486977
1595,661117238
1596,388786553
1597,716850992
1598,185603351
1599,427248851
1600,922443337
1601,927164268
1602,308981445
1603,935604723
1604,356040044
1605,437766233
1606,461841614
1607,289279931
1608,359967490
1609,526921846
1610,671239446
1611,708535290
1612,102281146
1613,885505086
1614,895844562
1615,493970849
1616,804250716
1617,945867957
1618,205989939
1619,183332794
1620,496001367
1621,578960552
1622,692877858
1623,720087598
1624,868449612
1625,197575428
1626,781859045
1627,368947772
1628,250547811
1629,630648179
1630,645778249
1631,282687993
1632,394693274
1633,268080898
1634,611697418
1635,984933547
1636,275277738
1637,997178295
1638,918665381
1639,651544391
1640,511385911
1641,639450132
1642,422611433
1643,474279842
1644,356643029
1645,289763784
1646,479101714
1647,188970017
1648,862989277
1649,855892839
1650,330838956
1651,402549063
1652,626517683
1653,375505468
1654,431527478
1655,225096017
1656,498766925
1657,104826238
1658,951055945
1659,538562174
1660,43050306
1661,130918148
1662,267971673
1663,371464393
1664,688055173
1665,538691181
1666,776658613
1667,49566380
1668,786169805
1669,498562387
1670,91937221
1671,615546151
1672,980074825
1673,207391676
1674,805178065
1675,511106637
1676,546484663
1677,979475766
1678,396817142
1679,917510910
1680,931517809
1681,624540116
1682,846294120
1683,244448274
1684,190588994
1685,547649985
1686,918362384
1687,737699409
1688,315821457
1689,409601353
1690,864148161
1691,689293785
1692,678774012
1693,485987543
1694,875911917
1695,113452315
1696,754275848
1697,821631440
1698,932770324
1699,751174404
1700,22188655
1701,438795117
1702,397770829
1703,777754939
1704,83510560
1705,297861547
1706,449944244
1707,250015473
1708,311130074
1709,469018179
1710,842193650
1711,409214754
1712,538342934
1713,801581974
1714,576813911
1715,262154369
1716,385813359
1717,906323176
1718,719626659
1719,992866380
1720,144229619
1721,36378902
1722,490574947
1723,956880869
1724,126955199
1725,606212811
1726,696573430
1727,8230140
1728,670943055
1729,371894309
1730,170788034
1731,862915810
1732,962971186
1733,396622094
1734,864334447
1735,730948391
1736,385471470
1737,58017526
1738,141287676
1739,364042548
1740,224433746
1741,833186148
1742,744846636
1743,918281368
1744,298254802
1745,588326585
1746,248882875
1747,748504519
1748,153661579
1749,710972442
1750,29855627
1751,146932797
1752,515128708
1753,684504383
1754,838558100
1755,231681750
1756,329952032
1757,9629311
1758,940424537
1759,93335093
1760,132890027
1761,473493241
1762,987470834
1763,868049814
1764,270759155
1765,827130697
1766,414384753
1767,770913614
1768,369029886
1769,659613387
1770,391524570
1771,126414979
1772,239997330
1773,321840934
1774,743019869
1775,77381873
1776,775602232
1777,933954770
1778,960320491
1779,894704868
1780,179092717
1781,534691731
1782,553062470
1783,410611493
1784,511436444
1785,756710385
1786,676171872
1787,305380435
1788,520909268
1789,141269221
1790,760844263
1791,584372858
1792,369355535
1793,166076094
1794,411982032
1795,145685094
1796,386915671
1797,940520259
1798,976852468
1799,125788931
1800,36578796
1801,639494496
1802,611691505
1803,868377660
1804,539560435
1805,349932623
1806,499394472
1807,880561965
1808,92426550
1809,311186946
1810,246621093
1811,203404622
1812,856146502
1813,234457579
1814,22777334
1815,670964186
1816,379621074
1817,364330876
1818,786292250
1819,303538497
1820,761400158
1821,63063020
1822,299433303
1823,735476469
1824,982658306
1825,206694080
1826,144288901
1827,729991160
1828,411174111
1829,143321979
1830,169689756
1831,367555647
1832,413503410
1833,746105618
1834,135956228
1835,207399514
1836,576110498
1837,816147417
1838,171508800
1839,683166207
1840,319278114
1841,52703399
1842,282203288
1843,963898792
1844,640565082
1845,772378256
1846,899777226
1847,686423414
1848,939325691
1849,393840576
1850,806350266
1851,805698220
1852,150958411
1853,504147405
1854,918937852
1855,38760221
1856,39336158
1857,644687142
1858,782100997
1859,3006097
1860,18731665
1861,452779490
1862,783234820
1863,206205566
1864,344281854
1865,903581355
1866,671892325
1867,892632654
1868,811719365
1869,696332701
1870,921861250
1871,966890540
1872,645404497
1873,380467707
1874,200862657
1875,297037595
1876,810485396
1877,342398463
1878,516376359
1879,646628468
1880,745082322
1881,163354948
1882,962050537
1883,184980844
1884,793299699
1885,833317503
1886,407097855
1887,877022348
1888,438226743
1889,721273885
1890,513828892
1891,470097166
1892,907408089
1893,113109622
1894,66228330
1895,906717278
1896,60520295
1897,59582605
1898,166187513
1899,695430928
1900,992381287
1901,965636872
1902,186678241
1903,337117256
1904,819651484
1905,261087292
1906,596818476
1907,626403122
1908,445898250
1909,368818480
1910,379029272
1911,156180369
1912,284534562
1913,289165444
1914,780048017
1915,724428467
1916,398615600
1917,758517818
1918,724029349
1919,354477320
1920,630945822
1921,603978746
1922,598382145
1923,288630896
1924,890073452
1925,500693097
1926,596413919
1927,795366076
1928,473546210
1929,960562839
1930,911038820
1931,690463008
1932,798974687
1933,332203207
1934,73177174
1935,593378270
1936,145174666
1937,183019179
1938,42536831
1939,882717859
1940,472490535
1941,948212494
1942,753643738
1943,904409795
1944,372588593
1945,957673966
1946,80148813
1947,597088176
1948,504639226
1949,589207903
1950,621324809
1951,396170887
1952,857513860
1953,181716197
1954,615314105
1955,790487667
1956,695863617
1957,558008940
1958,425209760
1959,380813119
1960,951832763
1961,820292806
1962,455889374
1963,575330119
1964,699339472
1965,262670974
1966,227268317
1967,286891338
1968,919709852
1969,107029315
1970,66277123
1971,420439787
1972,183691175
1973,42706496
1974,202386869
1975,103230336
1976,420535772
1977,959921843
1978,599942012
1979,886397301
1980,611106024
1981,883397435
1982,341599379
1983,314383312
1984,878033874
1985,332717296
1986,829219121
1987,659213369
1988,708385197
1989,815782518
1990,860626482
1991,211218486
1992,719666771
1993,273552863
1994,237429926
1995,432866933
1996,660001718
1997,942360072
1998,802216791
1999,248812747
2000,403475605
2001,426654199
2002,32408915
2003,660361793
2004,565541411
2005,63616758
2006,488467812
2007,671205780
2008,528974199
2009,525729973
2010,474448272
2011,685665108
2012,444789897
2013,994237593
2014,564444465
2015,848425522
2016,625617443
2017,687272064
2018,519822101
2019,767166751
2020,536387218
2021,857729807
2022,89652008
2023,153893902
2024,893684882
2025,652655325
2026,540341792
2027,751795221
2028,724732434
2029,704022831
2030,747384320
2031,141529745
2032,800693138
2033,676718757
2034,442616731
2035,571093228
2036,739711675
2037,433297032
2038,499770993
2039,895779731
2040,394115539
2041,669111924
2042,44768160
2043,715158727
2044,578946975
2045,51444927
2046,916712858
2047,698023755
2048,539442714
2049,12374638
2050,654379759
2051,765966283
2052,618206734
2053,520645138
2054,681430344
2055,97178258
2056,423001800
2057,622020893
2058,420204338
2059,543476062
2060,504647880
2061,686782666
2062,42655817
2063,781283828
2064,392126231
2065,5156908
2066,290754826
2067,193235147
2068,365855306
2069,856378514
2070,711706496
2071,960982053
2072,240337888
2073,247722290
2074,579460090
2075,930725785
2076,665914133
2077,651524603
2078,334806400
2079,898654942
2080,179690232
2081,63752402
2082,178641697
2083,914387235
2084,864531809
2085,706955181
2086,617766465
2087,466799667
2088,702752330
2089,556150405
2090,234864485
2091,27880284
2092,135742228
2093,592669273
2094,455105824
2095,455661929
2096,650332499
2097,159520408
2098,300382316
2099,371935450
2100,712637080
2101,625725109
2102,871844703
2103,391934858
2104,439844010
2105,433721741
2106,253346280
2107,387990908
2108,379990946
2109,260094872
2110,392197643
2111,991903480
2112,520457404
2113,488816515
2114,954157088
2115,783917239
2116,794053073
2117,809340447
2118,174619036
2119,861067368
2120,65208304
2121,734488050
2122,954254639
2123,356491011
2124,44584608
2125,177612516
2126,69479221
2127,606246799
2128,612581442
2129,884197175
2130,764596758
2131,926188560
2132,518823330
2133,967024999
2134,824259971
2135,401966538
2136,570168466
2137,946681166
2138,752192839
2139,191194769
